"Molecule ChEMBL ID	SMILES#RO5 Violations	label	pIC50	Molwt	LogP	HBA	HBD"
"CHEMBL1467399	CC(=O)c1c(COC(=O)c2ccco2)nc2ccccc2[n+]1[O-]	0	0	4.534063330162815	312.28100000000006	2.0208	6	0"
"CHEMBL1574512	COc1ccc(-c2nnc(-c3cc4c(ccc5ccccc54)oc3=O)o2)cc1	0	0	4.698118753366923	370.36400000000015	4.671800000000004	6	0"
"CHEMBL1349347	O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1	0	0	4.6325302080974105	480.8860000000002	3.5023000000000026	8	2"
"CHEMBL1389780	O=S(=O)(NCc1csc(-c2cccnc2)n1)c1cccs1	0	0	4.743634449461834	337.451	2.7451000000000008	6	1"
"CHEMBL1310171	C=CCn1c(COc2cccc(C)c2)nnc1SCC(=O)NC(=O)NCc1ccco1	0	0	4.8291028603969055	441.5130000000002	3.062620000000001	8	2"
"CHEMBL1310614	NC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCCCC2	0	0	4.58732160395108	334.46600000000024	3.8198000000000025	4	2"
"CHEMBL3207314	COc1cc(/C=c2\sc3nc(-c4ccncc4)nn3c2=O)ccc1OC(C)=O	0	0	4.499517073974218	394.4120000000002	1.6945999999999997	9	0"
"CHEMBL1525366	CCOC(=O)C1CCCN(C(=O)c2cc3ncc(Br)cn3n2)C1	0	0	4.684427835395459	381.23	1.9071	6	0"
"CHEMBL3589356	Cc1ccccc1OS(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1	2	1	6.337242168318426	605.7090000000004	5.923620000000007	7	3"
"CHEMBL3589701	O=C(CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc5ccccc5c4)C2O3)cc1)NO	2	1	6.795880017344076	656.7570000000004	6.189200000000007	8	4"
"CHEMBL1605393	CCc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1	0	0	4.94843114051437	394.4340000000001	4.269180000000002	6	2"
"CHEMBL1491936	CCOC(=O)Cc1cc(O)n2nc(-c3ccc(C)cc3)cc2n1	0	0	4.856454372761578	311.341	2.5159200000000004	6	1"
"CHEMBL1442450	Cn1ccnc1SCC(=O)Nc1ccc2nc(SCC(=O)NC3CC3)sc2c1	0	0	4.5904883636772364	433.58400000000023	3.1313000000000013	8	2"
"CHEMBL1303477	O=C(CSc1nnc(-c2ccc(OC(F)F)cc2)o1)NC(=O)NCc1ccco1	0	0	4.935697411167474	424.38500000000016	3.049100000000001	8	2"
"CHEMBL3189821	COc1ccc(OC)c(/C=N/c2oc(-c3ccco3)c(-c3ccco3)c2C#N)c1	1	0	4.788445648089664	388.37900000000013	5.439080000000004	7	0"
"CHEMBL1580543	CCOc1cccc2cc(-c3nnc(NCc4ccco4)s3)c(=O)oc12	0	0	4.572077381477549	369.4020000000001	3.915300000000003	8	1"
"CHEMBL1424468	CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2	0	0	4.518596359418987	287.31500000000005	3.0055200000000015	4	1"
"CHEMBL187673	Oc1ccc(-c2nc3ccc(O)cc3o2)cc1	0	1	6.044793462458057	227.21900000000002	2.9060000000000006	4	2"
"CHEMBL1570659	O=C(O)C1Nc2c(C(=O)N3CCOCC3)cccc2C2C=CCC12	0	0	4.799060081458141	328.368	1.6973999999999996	4	2"
"CHEMBL1521410	Cc1cccc2cc(C(c3nnnn3C(C)(C)C)N(Cc3ccco3)CC3CCCO3)c(O)nc12	0	0	4.875635997971081	476.58100000000036	4.353920000000005	9	1"
"CHEMBL1984703	COc1ccccc1/C=c1\sc2nc(-c3ccco3)nn2c1=O	0	0	4.756813572035249	325.34900000000005	1.9672999999999996	7	0"
"CHEMBL1411687	O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1cncc(Br)c1	1	0	4.8094576500544015	412.218	5.043700000000002	4	1"
"CHEMBL1347829	O=C(Nc1ccc(-n2nncc2-c2ccco2)cc1)c1cc2ccccc2oc1=O	0	0	4.391688171346334	398.37800000000016	3.886000000000003	7	1"
"CHEMBL1612880	CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c1cc(-c2ccco2)nc2ccccc12	1	0	4.8320650474415965	487.55600000000015	5.381100000000005	7	1"
"CHEMBL1535728	Fc1ccc(-c2nnc(-n3nnc4ccccc43)c3ccccc23)cc1	0	0	4.5802834270192765	341.34900000000005	4.169800000000002	5	0"
"CHEMBL1390963	COc1cccc2sc(Nc3nnc(-c4ccc(F)cc4)o3)nc12	0	0	4.6026764319041735	342.3550000000001	4.237600000000001	7	1"
"CHEMBL1367590	O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)NCc1ccco1	0	0	4.602734365961323	454.50400000000013	2.4998000000000005	6	1"
"CHEMBL1392188	Cc1ccc(NS(=O)(=O)c2cccc(C(=O)OCC(=O)NCc3ccco3)c2)cc1	0	0	4.514183351410084	428.4660000000002	2.862020000000001	6	2"
"CHEMBL1999723	O=S(=O)(/N=C(/Sc1ccccc1)c1ccccc1)c1ccccc1	0	0	4.991297653321271	353.4680000000001	4.614400000000003	3	0"
"CHEMBL1368345	O=C(COC(=O)CCOc1ccccc1)NCc1ccco1	0	0	4.779493119759712	303.314	1.9081000000000004	5	1"
"CHEMBL191716	Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1	0	1	7.036212172654443	272.25	4.196200000000002	2	2"
"CHEMBL195311	Oc1ccc(-c2ccc3cc(O)ccc3c2)c(Cl)c1	0	1	8.0	270.71500000000003	4.571400000000002	2	2"
"CHEMBL189356	C=CCc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12	0	1	7.008773924307505	285.274	3.773600000000001	4	2"
"CHEMBL367574	C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C	1	1	9.154901959985743	477.6260000000002	6.031500000000007	6	2"
"CHEMBL370037	CC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21	0	1	8.221848749616356	252.26899999999998	3.224800000000001	3	2"
"CHEMBL205070	CCCN(c1ccccc1)S(=O)(=O)c1ccc(O)cc1	0	1	6.518557371497695	291.37199999999996	2.9975000000000014	3	1"
"CHEMBL383691	CCCN(c1c(C)cccc1Cl)S(=O)(=O)c1ccc(O)cc1	0	1	7.619788758288393	339.84400000000005	3.9593200000000035	3	1"
"CHEMBL153405	CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1	0	1	6.9586073148417755	482.03200000000027	3.3638000000000012	8	3"
"CHEMBL204376	CN(C)CCOc1ccc(/C(=C(/CCO)c2ccccc2)c2ccc(O)cc2)cc1	0	1	6.6020599913279625	403.52200000000005	4.6741000000000055	4	2"
"CHEMBL206227	Cc1c(O)cc(C)c2c1oc(=O)c1cc(O)ccc12	0	1	6.311580177997289	256.257	2.974240000000001	4	2"
"CHEMBL380838	C=Cc1cc(C)cc2c(=O)oc3c(C)c(O)ccc3c12	0	0	5.0	266.296	3.911640000000002	3	1"
"CHEMBL438443	COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br	0	0	5.0	335.153	3.731320000000001	4	1"
"CHEMBL380844	Cc1c(O)ccc2c1oc(=O)c1c(C)c(N)ccc12	0	0	4.844663962534939	255.27299999999997	2.85084	4	2"
"CHEMBL205614	COc1ccc2c(c1C)c(=O)oc1c(C)c(O)ccc12	0	1	6.0	270.284	3.2772400000000017	4	1"
"CHEMBL193108	CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21	0	1	8.0	298.363	3.9155000000000015	4	2"
"CHEMBL231812	O/N=C/c1ccc(-c2ccc(O)cc2)c2ccoc12	0	1	6.809668301829707	253.257	3.613500000000001	4	2"
"CHEMBL209429	CCCCC12CCC(=O)C(c3cccs3)=C1c1ccc(O)cc1C2	1	1	7.1518108830086025	338.4720000000001	5.460100000000005	3	1"
"CHEMBL209803	CCCCC12CCC(=O)C(CC)=C1c1ccc(O)cc1C2	0	1	6.578396073130167	284.39900000000006	4.651400000000005	2	1"
"CHEMBL212418	CCCC12CCC(=O)C(C)=C1c1ccc(O)cc1C2	0	1	6.341988603342887	256.34499999999997	3.8712000000000026	2	1"
"CHEMBL198803	C[C@@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1	1	1	9.69897000433602	473.5940000000003	6.073600000000007	6	2"
"CHEMBL372808	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OC[C@H](C)N3CCCC3)cc2)c2ccc(O)cc12	1	1	9.397940008672037	456.58600000000024	5.939320000000006	5	2"
"CHEMBL372337	C[C@@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1	1	1	9.221848749616356	473.59400000000016	5.931100000000007	6	2"
"CHEMBL197495	C[C@@H](COc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1)N1CCCC1	1	1	9.221848749616356	427.5880000000002	6.117200000000007	3	1"
"CHEMBL195991	CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1	1	1	7.241088107602026	444.6000000000002	6.483700000000007	5	1"
"CHEMBL211870	CCC12CCC(=O)C(Br)=C1c1ccc3[nH]nc(F)c3c1C2	0	1	6.705533773838408	349.20300000000003	4.123400000000002	2	1"
"CHEMBL385680	CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nc(F)c3c1C2	0	1	7.293282217663242	338.3040000000001	4.333300000000002	2	1"
"CHEMBL469512	Fc1ccc2c(c1)OCCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1	1	1	7.790484985457369	429.5350000000003	6.041900000000006	3	0"
"CHEMBL202738	O=c1c2c(O)cc(O)cc2ncn1-c1cccc(O)c1	0	0	4.3583870960884905	270.24399999999997	1.5024999999999995	6	3"
"CHEMBL381720	Cc1c(O)cc(O)c2c(=O)n(-c3ccc(O)cc3)cnc12	0	0	4.815393733312863	284.271	1.8109199999999992	6	3"
"CHEMBL425941	O=c1c2c(-c3ccccc3)cc(O)cc2ncn1-c1ccc(O)cc1	0	0	3.9933457329570983	330.343	3.4639000000000006	5	2"
"CHEMBL196530	Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1	0	1	6.199282921717613	271.703	3.966400000000001	3	2"
"CHEMBL245133	O=C1c2cc(O)cc(Br)c2C(=O)N1c1ccc(O)cc1	0	1	7.443697499232713	334.125	2.6609000000000007	4	2"
"CHEMBL234524	O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1	0	1	7.075720713938117	255.22899999999998	1.8983999999999999	4	2"
"CHEMBL4214942	COc1cc(/C=C/c2cccc(OS(=O)(=O)C3CC4OC3C(c3ccc(O)cc3)=C4c3ccc(O)cc3)c2)cc(OC)c1	2	1	6.131943638176957	598.6730000000002	6.144700000000007	8	2"
"CHEMBL4210525	O=S(=O)(Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(O)cc1	2	1	7.721246399047171	570.6190000000003	5.538700000000007	8	4"
"CHEMBL1818254	Cn1cc(NC(=O)c2cc(NC(=O)CCS(C)(=O)=O)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21	3	1	8.954677021213342	835.0809999999998	5.414700000000005	10	6"
"CHEMBL264349	CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccccc2)CCC1=O	0	1	6.795880017344076	328.4150000000001	4.484500000000003	2	1"
"CHEMBL385358	CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccc(F)cc2)CCC1=O	0	1	7.086186147616282	346.4050000000001	4.623600000000003	2	1"
"CHEMBL4437985	Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CC(CF)C3)cc1)C1=C2CCOc2cc(O)ccc21	1	1	10.259637310505756	489.5430000000003	5.204900000000006	6	2"
"CHEMBL203072	CCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)c(C)c21	0	1	6.889410289700751	284.355	4.533560000000004	3	2"
"CHEMBL203370	O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1	0	0	4.270511230820438	254.245	1.7968999999999995	5	2"
"CHEMBL203442	CCCc1c(O)cc2ncn(-c3ccc(O)cc3)c(=O)c2c1O	0	0	4.9726911729644545	312.32500000000005	2.4550000000000005	6	3"
"CHEMBL384708	CC[C@H]1CC[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O	0	1	6.508638306165728	282.38300000000004	4.117200000000003	2	1"
"CHEMBL191300	Cc1cc(O)ccc1-c1ccc2c(Cl)c(O)ccc2c1	0	1	7.397940008672037	284.742	4.879820000000004	2	2"
"CHEMBL365999	Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1	0	1	6.97061622231479	270.71500000000003	4.571400000000003	2	2"
"CHEMBL426085	Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1Cl	1	1	6.448550002027124	305.15999999999997	5.224800000000003	2	2"
"CHEMBL192068	Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl	0	1	6.284832642151543	306.69500000000005	4.849600000000003	2	2"
"CHEMBL363425	Oc1ccc2cc(-c3ccc(O)c(F)c3)cc(F)c2c1	0	1	7.67778070526608	272.25	4.196200000000001	2	2"
"CHEMBL282575	C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	1	1	7.187086643357143	376.4960000000002	5.122800000000005	3	1"
"CHEMBL426641	N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12	0	1	7.346787486224656	297.26	4.067880000000001	3	2"
"CHEMBL215593	CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2	0	1	6.341988603342887	256.34499999999997	3.8712000000000026	2	1"
"CHEMBL419110	CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1	1	1	7.9586073148417755	427.61000000000035	5.897400000000006	5	1"
"CHEMBL193482	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O	0	1	8.771856392402258	288.38699999999994	2.5800000000000005	3	3"
"CHEMBL4213948	O=S(=O)(Oc1cccc(C(F)(F)F)c1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1	2	1	7.142667503568732	622.6170000000002	6.851900000000008	7	3"
"CHEMBL457035	CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(OCc4ccncc4)cc3CC[C@@H]2C1	0	1	6.173925197299173	375.51200000000017	4.809100000000004	3	1"
"CHEMBL1628170	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](Sc4ccc(/C=C/C(=O)O)cc4)[C@H]3[C@@H]1CC[C@@H]2O	1	1	7.337242168318426	450.6000000000002	5.4778000000000056	4	3"
"CHEMBL361056	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1	1	1	8.886056647693161	489.6370000000004	6.3181000000000065	6	2"
"CHEMBL184360	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CCC4)cc2)cc1	2	1	9.221848749616356	503.66400000000044	6.850700000000007	6	2"
"CHEMBL204315	CC1CCc2ccccc2N1S(=O)(=O)c1ccc(O)cc1	0	1	6.319664486585437	303.383	2.922200000000002	3	1"
"CHEMBL195154	N#Cc1cc(-c2cc(F)c(O)c(F)c2)cc2ccc(O)cc12	0	1	6.261219441515631	297.26	4.067880000000001	3	2"
"CHEMBL371564	N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12	0	1	6.057000406633959	304.28000000000003	3.800460000000001	4	2"
"CHEMBL1784259	COc1cc(O)c(/C=C\C(C)(C)O)c2c1C(=O)CC(c1ccc(O)cc1)O2	0	0	3.0	370.401	3.597000000000003	6	3"
"CHEMBL223026	Oc1ccc(-c2n[nH]c3cc(O)ccc23)c(O)c1	0	1	7.3187587626244115	242.23400000000004	2.3467000000000002	4	4"
"CHEMBL225081	OCCn1nc(-c2ccc(O)cc2)c2cccc(C(F)(F)F)c21	0	1	7.017728766960431	322.286	3.4200000000000017	4	2"
"CHEMBL375334	Cn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21	0	1	6.206209615309181	256.261	2.3571	5	3"
"CHEMBL1475434	O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1	0	1	6.455931955649724	471.0260000000003	4.621690000000004	5	1"
"CHEMBL357283	Oc1ccc(C(=C(CC(F)(F)F)c2ccccc2)c2ccc(O)cc2)cc1	1	1	8.045757490560675	370.37000000000006	6.009300000000006	2	2"
"CHEMBL150279	CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1	0	1	6.619788758288393	465.5770000000002	2.849500000000001	8	3"
"CHEMBL180707	O=C(c1ccc(N2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	2	1	9.657577319177793	569.0820000000003	6.826300000000006	6	2"
"CHEMBL1085161	COC(=O)COc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1	0	1	8.318758762624412	446.45500000000027	4.476600000000003	7	2"
"CHEMBL1085172	CN1CCN(CCOc2ccc([C@@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)cc2)CC1	1	1	6.505845405981558	500.59500000000037	4.551000000000005	7	2"
"CHEMBL240230	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccc(OCCCCN3CCCCC3)cc12	2	1	7.508638306165728	553.7470000000002	6.865400000000006	4	3"
"CHEMBL240227	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccccc12	2	1	7.698970004336019	615.8180000000003	7.6069000000000075	5	2"
"CHEMBL394213	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCN3CCCCC3)cccc12	2	1	6.356547323513813	525.6930000000003	6.085200000000006	4	3"
"CHEMBL241303	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCN3CCCCC3)ccc12	2	1	8.096910013008056	525.6930000000003	6.085200000000006	4	3"
"CHEMBL1341057	CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1	0	0	4.778373231584925	380.5350000000001	3.740000000000003	4	1"
"CHEMBL1439181	Cc1ccc2nc(O)c(-c3nc4ccccn4c3NCc3ccco3)cc2c1	0	0	4.590106421235067	370.41200000000015	4.768620000000002	6	2"
"CHEMBL1449885	CCCn1nc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)c2ccccc2c1=O	0	0	4.42114094829303	421.40900000000016	2.1771000000000003	8	1"
"CHEMBL1476347	N#Cc1ccc(-c2cccnc2)nc1SCC(=O)Nc1sc2c(c1C#N)CCC2	0	0	4.8246717423818986	417.5190000000002	4.1679600000000026	7	1"
"CHEMBL1458486	O=C(COC(=O)CCC(=O)c1cccs1)NCc1ccco1	0	0	4.923319150256742	321.35400000000004	2.1635999999999997	6	1"
"CHEMBL4758424	COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)F	0	1	10.0	487.57000000000016	4.628300000000004	5	2"
"CHEMBL4757886	C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cn2)N1CC1(F)CC1	0	1	9.4000078224159	467.5640000000003	4.076100000000004	5	1"
"CHEMBL3589347	COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1	2	0	4.966576244513051	621.7080000000003	5.4092000000000064	9	3"
"CHEMBL367350	CC[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1	1	1	9.30102999566398	477.62600000000026	6.318100000000008	6	2"
"CHEMBL522471	C=C(C)C(O)Cc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O	0	0	4.537602002101044	438.47600000000017	4.270600000000005	7	5"
"CHEMBL523654	C=C(C)C(O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c(-c3ccc(O)c(O)c3)coc12	0	0	4.7447274948966935	438.47600000000017	4.270600000000004	7	5"
"CHEMBL427496	O=C(c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	2	1	8.515700160653214	550.6360000000003	5.878500000000006	7	3"
"CHEMBL4635493	CCCN1CC(Oc2cc(F)c([C@@H]3c4[nH]c5ccccc5c4C[C@@H](C)N3CC(C)(C)F)c(F)c2)C1	1	1	10.187086643357144	485.5940000000003	6.003200000000006	3	1"
"CHEMBL195788	O=[N+]([O-])c1c(O)ccc2cc(-c3ccc(O)cc3)ccc12	0	1	6.149353764816933	281.267	3.826200000000002	4	2"
"CHEMBL4745603	Cl.OCCC/C(=C(\c1ccc(O)cc1)c1ccc2oc(CCN3CCCCC3)cc2c1)c1ccccc1	1	1	6.180456064458131	518.0970000000005	7.320200000000008	4	2"
"CHEMBL4792390	CN1CCC[C@H]1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl	1	1	6.140261433802853	494.0750000000001	6.4087000000000085	4	2"
"CHEMBL31127	O=C1c2ccc(O)cc2O[C@H](c2ccc(O)cc2)[C@@H]1c1ccc(O)cc1	0	1	6.309803919971486	348.35400000000004	3.903600000000001	5	3"
"CHEMBL213829	CCCC[C@@]12CCC(=O)C(CC)=C1c1ccc3[nH]nc(F)c3c1C2	0	1	7.638272163982407	326.4150000000001	4.961200000000004	2	1"
"CHEMBL420244	O=S(=O)(c1ccccc1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1	0	1	8.2839966563652	478.6140000000003	4.203200000000004	5	1"
"CHEMBL361258	COc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12	0	1	6.943095148663526	290.70200000000006	4.173000000000001	4	2"
"CHEMBL4464058	Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CC(CF)C3)cc1)C1=C2CCOc2cc(O)ccc21	1	1	10.229147988357855	489.5430000000003	5.204900000000006	6	2"
"CHEMBL4539802	Oc1ccc2c(c1)OC(c1ccc(OCCN3CC[C@@H](CF)C3)cc1)C1=C2CCOc2cc(O)ccc21	2	1	10.119186407719207	503.5700000000003	5.595000000000006	6	2"
"CHEMBL91758	Oc1ccc2c(c1)S[C@@H](c1ccccc1O)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2	1	1	8.886056647693161	463.5990000000004	5.929600000000006	6	2"
"CHEMBL4780809	C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(N[C@H]3CCN(CCCF)C3)cn2)N1CC(F)(F)F	0	1	9.899974269892137	490.5490000000003	4.702000000000004	5	2"
"CHEMBL4752903	CC1(C)Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F	0	1	9.299988937677886	490.54900000000026	4.7020000000000035	5	2"
"CHEMBL330307	Cc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1	0	1	7.605548319173784	492.64100000000036	4.511620000000004	5	1"
"CHEMBL4759688	CC(C)CN1[C@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C	1	1	9.700057099977233	486.58200000000016	5.113200000000004	4	1"
"CHEMBL4797729	CC1(C)Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)F	0	1	8.500038134403809	472.55900000000025	4.404800000000003	5	2"
"CHEMBL183044	C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1	1	1	8.200659450546418	463.59900000000016	5.928000000000007	6	2"
"CHEMBL77794	Oc1ccc(C2=Nc3ccc(O)cc3OC2)cc1	0	0	4.795880017344076	241.246	2.6110000000000007	4	2"
"CHEMBL316119	Oc1ccc([C@@H]2Sc3cc(O)c(F)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	1	1	7.8696662315049934	481.5890000000004	6.068700000000005	6	2"
"CHEMBL4763747	Cc1ccccc1C(OC(c1ccccc1C)c1ccccc1C)c1ccccc1C	1	1	8.096910013008056	406.56900000000013	7.815880000000008	1	0"
"CHEMBL4789907	COc1cc(N2CCN(CC3CCN(c4ncc([C@@H]5c6[nH]c7ccccc7c6C[C@@H](C)N5CC(C)(C)F)cn4)CC3)CC2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2	1	1	8.494850021680094	791.9729999999996	4.850200000000004	10	2"
"CHEMBL2103774	C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C	0	1	6.3632113109656245	312.45300000000003	3.8826000000000036	2	1"
"CHEMBL4638252	B.Oc1ccc(P(c2ccccc2)c2ccccc2)cc1	None	0	4.920818753952375	292.12700000000007	1.9664999999999997	1	1"
"CHEMBL1098710	CCOC(=O)C1(C#N)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1	1	1	7.323032185705241	485.62400000000036	5.3077800000000055	5	2"
"CHEMBL4228649	O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1	1	1	7.853871964321763	402.4210000000001	5.370700000000005	3	2"
"CHEMBL4468700	Oc1cccc(C2=Cc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC(CF)C3)cc2)c1	1	1	9.30102999566398	447.50600000000026	5.052200000000006	5	2"
"CHEMBL415864	Oc1ccc(C(=Cc2ccccc2)c2ccc(O)cc2)cc1	0	1	6.823908740944319	288.346	4.686700000000004	2	2"
"CHEMBL226379	Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(NCCCl)cc3)sc2c1	2	1	7.448550002027125	523.0980000000003	7.581600000000005	6	2"
"CHEMBL449038	O=C(CCl)Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1	2	1	6.1765257708296994	537.0810000000005	7.108200000000006	6	2"
"CHEMBL597498	Cn1cc([C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@@]32C)nn1	0	1	6.3979400086720375	353.4660000000001	3.2646000000000015	5	2"
"CHEMBL1084260	Cc1ccc(C(=O)Oc2cccc3c(O)cccc23)cc1	0	0	4.5003129173815966	278.307	4.073020000000002	3	1"
